STT,SOBAODANH,Toán,Văn,Lí,Hóa,Sinh,Sử,Địa,Giáo dục công dân,Ngoại ngữ,Mã môn ngoại ngữ
5555,11003126,,5.25,,,,6.75,8,,,
5556,11003127,7,,5.75,5.75,,,,,,
5557,11003129,2.60,5,,,,5,,,,
5558,11003130,7.60,,7,5.75,,,,,,
5559,11003131,,7.25,,,,7.75,8.25,,,
5560,11003132,7.40,9,,,,,9.50,9.50,,
5561,11003133,1.80,3.75,,,,4.50,3.50,6.25,3,N1
5562,11003134,4.80,7,,,,,,,5.40,N1
5563,11003135,,8,,,,8.50,8.25,,,
5564,11003136,7.80,,7.75,6.75,,,,,,
5565,11003137,,4.75,,,,7,6.75,,,
5566,11003138,6.60,,5.50,4.75,6.25,,,,,
5567,11003139,,6.50,,,,8.25,8.75,,,
5568,11003140,,4,,,,6.75,7.25,,,
5569,11003141,3.40,5.75,,,,5.50,7,,,
5570,11003142,,5.50,,,,5.50,8,,,
5571,11003143,,5.75,,,,5.75,7.50,,,
5572,11003145,,6,,,,,8.50,8,,
5573,11003146,,7.75,,,,6.75,8.50,,,
5574,11003147,,8.50,,,,7.50,7.75,9.25,,
5575,11003148,7.40,7,,,,,7.75,,7,N1
5576,11003149,,7,,,,9.50,8.75,,,
5577,11003150,,5.50,,,,6.25,8.50,,,
5578,11003151,,5,,,,8.75,8.25,,,
5579,11003152,,6.75,,,,7.25,7,6.75,,
5580,11003153,2.60,2.50,,,,3.25,3.25,5.50,2.20,N1
5581,11003154,,4.50,,,,6.75,7.75,,,
5582,11003155,,9,,,,8.75,9.50,9.50,,
5583,11003156,2.60,6.50,,,,9,9,,,
5584,11003158,,5.50,,,,2.75,4.75,,,
5585,11003159,,9.50,,,,9.75,9.75,,7.60,N1
5586,11003160,,4.25,,,,5.50,6.50,,,
5587,11003161,,7,,,,6.50,7,,,
5588,11003162,,4.25,,,,5.50,7.25,,,
5589,11003163,,7.75,,,,9.50,9.50,,,
5590,11003164,5.60,6.50,,,,4.75,5.75,,,
5591,11003165,,5,,,,4.25,7.75,,,
5592,11003166,7.40,8,,,,7.25,8.25,,,
5593,11003167,4.20,6,,,,7.25,8,,,
5594,11003168,,7.50,,,,8.50,9.25,,,
5595,11003169,,4.50,,,,3.25,6.75,,,
5596,11003170,3.80,4.75,,,,9.50,8.50,,,
5597,11003171,2,6.25,,,,7.75,7.75,8.75,6,N1
5598,11003172,6.60,,5.75,4.75,,,,,,
5599,11003173,,3.75,,,,6.25,5.75,,,
5600,11003174,8.80,7.50,7,,,,,,,
5601,11003175,,2.50,,,,8,7.75,,,
5602,11003176,,9,,,,8,9,,,
5603,11003177,,7.75,,,,9.75,9.75,,,
5604,11003178,,6.75,,,,,8.75,,5.80,N1
5605,11003179,8.20,,4,4.75,,,,,,
5606,11003180,,5.75,,,,5.25,8,,,
5607,11003181,,5.75,,,,6.25,7,,,
5608,11003182,8.20,,8,7.25,,,,,,
5609,11003183,,2.25,,,,5.25,3.50,,,
5610,11003184,3.20,3,,,,3.50,5.50,3,2,N1
5611,11003185,,5.75,,,,7.25,8.75,,,
5612,11003186,,7.50,,,,10,9.25,,,
5613,11003187,,7,,,,7.75,7.25,,,
5614,11003188,,6.25,,,,,,,,
5615,11003189,,8,,,,7.25,9.25,,,
5616,11003190,,8,,,,7,8,,,
5617,11003191,3.40,6,,,,6.50,7.50,7.50,2.80,N1
5618,11003192,,7,,,,8.75,9.25,8.50,,
5619,11003193,,7.25,,,,9.50,10,8.75,,
5620,11003194,,4,,,,5.75,7,,,
5621,11003195,,4.50,,,,8.25,9,,,
5622,11003196,6.80,,6.50,5.50,,,,,,
5623,11003197,,5.75,,,,5.75,5,,,
5624,11003198,,5.75,,,,6.25,6.25,,,
5625,11003199,7.60,,8.25,8.50,,,,,,
5626,11003200,,5.75,,,,3.50,6,,,
5627,11003201,,5.50,,,,5,7.50,,,
5628,11003202,8.20,,8.25,,,,,,5.20,N1
5629,11003203,,5.50,,,,4.25,5.75,,,
5630,11003204,2.60,4.25,,,,3.50,7.50,,,
5631,11003205,1.80,3.25,,,,3.75,3,5.50,3.60,N1
5632,11003206,8,6.25,,,,,,,4.20,N1
5633,11003207,7.40,7.75,,,,,,,3.80,N1
5634,11003208,,7.75,,,,9.75,8,8.50,,
5635,11003209,,3.50,,,,2.75,6.50,,,
5636,11003210,,8.50,,,,9.50,9,,,
5637,11003211,7.80,,7.25,7.25,,,,,,
5638,11003212,8.40,,5.75,7,,,,,,
5639,11003213,6.60,,,2.75,4.50,,,,,
5640,11003214,,5.25,,,,6.75,7.50,,,
5641,11003215,,7.25,,,,7.50,8.50,,,
5642,11003216,,8,,,,10,9.25,,,
5643,11003217,2.20,1.75,,,,4.50,4.50,,,
5644,11003218,6,8,,,,8,7.75,,,
5645,11003219,7.60,,6,,,,,,5.60,N1
5646,11003220,2,4.75,,,,7,,,,
5647,11003221,7,6.75,,,,,,,5,N1
5648,11003222,,8.25,,,,8.50,8.75,8.50,,
5649,11003223,7.40,8.75,,,,9.50,8,,,
5650,11003224,4.20,7.50,,,,,6.25,8,,
5651,11003226,,9.50,,,,,,9.50,5.60,N1
5652,11003227,,3,,,,4.50,5.25,,,
5653,11003228,4.20,5.75,,,,8,,,,
5654,11003229,,6,,,,5.50,7.75,,,
5655,11003230,7.80,6.75,,,,9.25,9.50,,,
5656,11003233,,4.25,,,,6.75,6,,,
5657,11003234,,5.25,,,,7.75,8.25,,,
5658,11003235,,4.75,,,,4.50,5,,,
5659,11003236,,6.50,,,,6.50,8.75,,,
5660,11003237,6,5,,,,5.25,,,,
5661,11003239,4,7,,,,8.75,8.75,,,
5662,11003240,,4.25,,,,6.50,6.75,,,
5663,11003241,,7.50,,,,8.25,8.75,,,
5664,11003242,7.20,9,,,,,,,7.40,N1
5665,11003243,,7.50,,,,7.25,8.75,,,
5666,11003244,8.60,8.50,,,,,,,5,N1
5667,11003245,8.20,,,7.75,8.75,,,,,
5668,11003246,4.60,7.25,,,,7,8,,,
5669,11003247,,6.75,,,,,,8.50,4.60,N1
5670,11003248,,7.75,,,,7,8.50,,,
5671,11003249,,3.50,,,,7.75,7.25,,,
5672,11003250,,4.75,,,,7.75,8.75,,,
5673,11003251,,6.75,,,,8,8.75,,,
5674,11003252,,5.25,,,,6,7.25,,,
5675,11003253,7.80,,8.25,8,5.75,,,,,
5676,11003254,,4.75,,,,4.75,5.50,,,
5677,11003255,,4,,,,7,6.25,,,
5678,11003256,,8,,,,9.50,9.50,8.75,,
5679,11003257,5.40,6,,,,7.50,,,,
5680,11003258,,4.25,,,,5,5.50,,,
5681,11003259,6,6.75,,,,,,,4.20,N1
5682,11003260,,5,,,,5.25,8,,,
5683,11003261,,5,,,,5.50,6.75,,,
5684,11003262,,3.25,,,,5.50,5.50,,,
5685,11003263,,8,,,,6.75,8,,,
5686,11003264,,5.75,,,,3.50,6.25,,,
5687,11003265,,4.50,,,,4.75,7.50,,,
5688,11003266,,7.75,,,,8.75,8.75,9,,
5689,11003267,,6.25,,,,9.75,7.50,,,
5690,11003268,7.80,,,5.50,6.25,,,,,
5691,11003269,,3.25,,,,4.25,6.75,,,
5692,11003270,,5.25,,,,5.75,6,,,
5693,11003271,,8.75,,,,8.50,9.50,9,,
5694,11003272,4.60,6.75,4.75,,,,,,4.60,N1
5695,11003273,7.60,7.25,,,,,,,5.20,N1
5696,11003274,,7.50,,,,8,8.75,,,
5697,11003275,,4,,,,4.25,7,,,
5698,11003276,,8.25,,,,8,9.25,7.50,,
5699,11003277,,7.50,,,,9.25,8.25,,,
5700,11003278,,4.50,,,,6.25,8,,,
5701,11003279,,6.50,,,,8.25,7.50,,,
5702,11003280,4,,2.25,,,,,,2.20,N1
5703,11003281,,3.50,,,,4.25,6.75,,,
5704,11003282,7.80,,7.50,8,,,,,,
5705,11003283,,6,,,,4.75,6.25,,,
5706,11003284,,7,,,,9.50,9.50,,,
5707,11003285,,7,,,,8.75,8.75,,,
5708,11003286,2.20,2.25,,,,6.25,7.50,,,
5709,11003287,5.60,6,,,,9.50,,,,
5710,11003288,4.60,5.75,,,,6.50,8.50,,,
5711,11003289,,7.50,,,,8.50,9.75,,,
5712,11003290,5.60,6.25,,,,,,,4.20,N1
5713,11003291,6.20,8,,,,,,,5.60,N1
5714,11003292,,8.25,,,,9.25,10,,,
5715,11003293,8.40,7.50,,,,9.50,,,,
5716,11003294,,6.50,,,,9.25,8.50,8,,
5717,11003295,,7.50,,,,9,9.50,,,
5718,11003297,,5,,,,9.25,9.25,8.25,,
5719,11003298,2.60,3.75,,,,7,7,,,
5720,11003299,,7,,,,8.50,7.75,,,
5721,11003300,,6.50,,,,8,8.25,,,
5722,11003301,,8.50,,,,8.75,9.75,,,
5723,11003302,7.20,,4.75,,,,,,6.60,N1
5724,11003303,7.60,6.50,,,,8,9.25,,,
5725,11003304,,6.25,,,,6.75,7.75,,,
5726,11003305,,3.50,,,,5.25,7.50,,,
5727,11003306,3,4.50,,,,5,7,,,
5728,11003307,,4.50,,,,2.50,8.50,,,
5729,11003308,,4.50,,,,7.25,5.50,,,
5730,11003309,,6.25,,,,9.25,8.75,,,
5731,11003311,8.40,6,,,,,,,3,N1
5732,11003312,7.20,5.75,,,,8.25,6.25,,,
5733,11003313,,3.75,,,,8.75,7.50,,,
5734,11003314,,3.75,,,,6,6.75,,,
5735,11003315,,3.75,,,,4.75,7,,,
5736,11003316,8,7.50,,,,9.25,9.25,8.75,,
5737,11003317,6.40,7.25,,,,9,9,,,
5738,11003319,,0.75,,,,1.75,4.75,,,
5739,11003320,,4.50,,,,5.50,8,,,
5740,11003321,,4.50,,,,5,5.75,,,
5741,11003322,1.20,2.50,,,,2.25,3,,,
5742,11003323,6.40,6.50,,,,6,8.75,,,
5743,11003324,5.60,8,,,,9.75,9.50,,,
5744,11003325,3.20,5,,,,,,,5.60,N1
5745,11003326,,0.25,,,,6.25,4.50,,,
5746,11003327,,6.75,,,,,,,,
5747,11003328,7.40,,6.75,4.50,,,,,,
5748,11003329,,6.25,,,,9,9,,,
5749,11003330,,5,,,,8,7.50,,,
5750,11003331,,4.50,,,,5,8.75,,,
5751,11003332,,3,,,,3,6.25,,,
5752,11003333,,4.75,,,,8.50,8.25,,,
5753,11003334,,4.75,,,,7.50,7.75,,,
5754,11003335,,7.25,,,,7,7.75,,,
5755,11003336,7.40,7,,,,,,,5.40,N1
5756,11003337,,7.50,,,,8.75,9.50,6.75,,
5757,11003338,,6.50,,,,8.50,7.25,,,
5758,11003339,2.80,5.50,,,,7.75,7.75,,,
5759,11003340,7,,6,4,,,,,4.80,N1
5760,11003341,,4,,,,6.75,7.50,,,
5761,11003342,,5.25,,,,8.25,8.25,,,
5762,11003343,,5,,,,8.75,8.75,,,
5763,11003344,5.40,7.50,,,,9.25,9,,,
5764,11003345,,3.50,,,,7,7.25,,,
5765,11003346,4.20,2,,,,5,5.75,,,
5766,11003347,3.60,4.25,,,,6.75,8,,,
5767,11003348,,6.75,,,,9,9.75,9,,
5768,11003349,,4,,,,6.25,7,,,
5769,11003350,,5.25,,,,8.25,6.75,,,
5770,11003351,,4.50,,,,6,7.50,,,
5771,11003352,8,7,,,,8.25,8.75,,,
5772,11003353,,8,,,,9.50,9.25,,,
5773,11003355,,7.50,,,,8.25,8,,,
5774,11003356,3.80,7.75,,,,,,,6,N1
5775,11003357,,5.50,,,,5.75,7,,,
5776,11003358,,5.25,,,,6.25,6.75,,,
5777,11003359,,8,,,,9.50,9,9.50,,
5778,11003360,,7.75,,,,9.50,9,8.75,,
5779,11003361,6.60,6.25,,,,,,,4.80,N1
5780,11003362,,5.25,,,,5.25,8,,,
5781,11003363,,4.50,,,,8,7.50,,,
5782,11003364,,4,,,,2.50,4,,,
5783,11003365,,7,,,,9.75,10,7.75,,
5784,11003366,,5.50,,,,7.50,8.25,9,,
5785,11003367,,6,,,,9.50,9.25,,,
5786,11003368,,5,,,,4,6.75,,,
5787,12018624,2.20,,,,,,,,,
5788,12018625,,7,,,,,,,,
5789,12018626,7.40,7.50,,,,,,,2.80,N1
5790,12018628,6.40,,,3.75,6.50,,,,,
5791,12018629,3.20,5.75,,,,4,6.50,9,3.80,N1
5792,12018630,7.80,7.50,,,,,,,6.80,N1
5793,12018631,,6.75,,,,,,,,
5794,12018633,,6.75,,,,5.75,6,,,
5795,12018634,,6.75,,,,7.75,8.25,,,
5796,12018635,,9,,,,7.75,6.25,9,,
5797,12018636,6.40,,4,5.50,,,,,,
5798,12018637,3,5.75,,,,5.25,5.50,,,
5799,12018638,,8.50,,,,8.50,7,8,,
5800,12018639,7.80,9,,,,6.25,7,8.50,4.20,N1
5801,12018640,8,7.75,6.50,,,,,,3.60,N1
5802,12018641,8.20,,,8.25,7.50,,,,,
5803,12018642,,8,,,,6,8.25,,,
5804,12018644,8.40,7.25,6.50,7.25,3,,,,5.20,N1
5805,12018645,,5.25,,,,5.25,6.25,,,
5806,12018648,,5,,,,,,,,
5807,12018650,,4.25,,,,,,,,
5808,12018651,,8.75,,,,9.50,8.25,,,
5809,12018652,6,7.75,,,,,,,4.20,N1
5810,12018653,,3.50,,,,3.50,3.50,,,
5811,12018654,,6.75,,,,7.75,8.25,,,
5812,12018655,,5,,,,3,8,,,
5813,12018656,,7.50,,,,6.25,8,,,
5814,12018657,6.40,8.25,,,,8.50,8.50,8.75,4.60,N1
5815,12018658,8.40,,7.25,4.50,4,,,,5.20,N1
5816,12018659,8.40,9,,,,,,,6,N1
5817,12018660,8,8,,,8.75,,,,,
5818,12018661,7.60,,7.75,7.25,5.25,,,,,
5819,12018662,,6.75,,,,4.25,5.75,,,
5820,12018663,8.80,,8.25,9.25,,,,,,
5821,12018664,7.80,8.50,,,,4.50,,,4.40,N1
5822,12018665,,6.25,,,,3,4,,,
5823,12018666,7.60,7.50,,,,,,,6,N1
5824,12018667,,9,,,,7.50,9.50,9,,
5825,12018668,8.60,,8.75,8.50,,,,,,
5826,12018669,,7.50,,,,5.75,7.75,,,
5827,12018670,,7.75,,,,7.50,7.25,,,
5828,12018671,,8.75,,,,8.75,9,,,
5829,12018672,9.20,,9.75,9.75,4.25,,,,,
5830,12018673,9,,8.50,7.50,,,,,,
5831,12018674,6.20,6,,,,8,,,,
5832,12018675,,7,,,,5.25,5.75,,,
5833,12018676,,6.75,,,,8.75,8.75,,,
5834,12018677,,6.25,,,,5.75,6.75,7.50,,
5835,12018678,8.40,8.25,,,,,,,5.40,N1
5836,12018679,,6,,,,6,6,,,
5837,12018680,,7,,,,6.75,6,8,,
5838,12018681,2.20,5,,,,3.25,3.50,,,
5839,12018682,,8.25,,,,9.75,10,,,
5840,12018683,2.40,5.25,,,,3.50,5.75,,3.60,N1
5841,12018684,,7.75,,,,8,9.25,,,
5842,12018685,3.80,1.25,,,,3.50,6,4.25,1.80,N1
5843,12018686,8.40,,8,8,,,,,,
5844,12018687,3,4,,,,3.50,4.25,,,
5845,12018688,,4.25,,,,3.25,4.25,,,
5846,12018689,4.60,7,,,,4.25,7.50,7.50,,
5847,12018690,,6.50,,,,7.50,8.25,,,
5848,12018691,,8.25,,,,9.50,9.75,,,
5849,12018692,5,6,,,,9,8.50,,,
5850,12018693,8.80,,9.25,,,,,,8.20,N1
5851,12018694,5.40,,,4.50,,,,,4.60,N1
5852,12018695,7.40,8.25,,,,,,,3.60,N1
5853,12018696,,6,,,,6.25,5,,,
5854,12018697,8.40,,8.75,8.50,,,,,,
5855,12018698,7.80,9,,,,,,,8,N7
5856,12018699,,8.25,,,,5.25,6.50,,,
5857,12018700,,8.75,,,,7.75,9.25,,,
5858,12018702,,7.25,,,,5.75,6.25,,,
5859,12018703,,5,,,,4,4.75,,,
5860,12018704,,5,,,,2.50,5.50,,,
5861,12018705,,7.50,,,,,,8.50,4.40,N1
5862,12018706,8,,,7.50,5,,,,7.80,N1
5863,12018707,,6.25,,,,5,6.50,,,
5864,12018708,7.60,,5.25,7.25,6,,,,7,N1
5865,12018709,,7.75,,,,7.75,8,7.50,7.20,N1
5866,12018711,6.60,,6,8,3.75,,,,,
5867,12018712,,7.50,,,,6.25,7.75,9.50,,
5868,12018713,8.40,,6,5.75,5.75,,,,,
5869,12018714,,8.75,,,,,9.25,9.25,6.80,N1
5870,12018715,6,,5.50,4,,,,,,
5871,12018716,8.20,,7.50,7.75,,,,,,
5872,12018717,2.60,3,,,,3.75,5,8,3,N1
5873,12018719,,8.50,,,,8,8.75,,,
5874,12018720,,6.50,,,,6.25,7.75,,,
5875,12018721,,5,,,,,,,,
5876,12018722,2,,2.25,3.25,,,,,,
5877,12018723,,3.50,,,,5,6.25,5.50,,
5878,12018724,8.80,9,,,,9.25,9.25,,8.60,N1
5879,12018725,,5,,,,5.50,6,,,
5880,12018726,6.20,,5.25,3.50,,,,,,
5881,12018727,,5,,,,4.50,6.75,,,
5882,12018729,7.40,8.25,,,,,,,4.40,N1
5883,12018730,5,7.50,,,,,,,3.40,N1
5884,12018731,,6.25,,,,5,7.25,8,,
5885,12018732,,8.25,,,,8.50,9.75,7.75,,
5886,12018733,,5,,,,6,6.25,,,
5887,12018734,8.40,,8.25,7.50,4,,,,,
5888,12018736,,7.50,,,,4.75,7.25,,,
5889,12018737,,6.50,,,,5.75,8.25,,,
5890,12018738,2.40,6,,,,,6.50,7.50,,
5891,12018739,5.80,,4.75,5.25,,,,,,
5892,12018740,,8,,,,10,9.75,,,
5893,12018741,2.80,5.75,,,,4.50,6.50,5.50,2.40,N1
5894,12018742,,8.25,,,,9,,9.50,,
5895,12018743,,7.75,,,,8.25,7.50,8.75,,
5896,12018744,4,5,,,,,5.25,6,2.20,N1
5897,12018745,,4.25,,,,3.75,3.25,,,
5898,12018746,,6.25,,,,8,5.50,7.50,,
5899,12018747,3.20,,,,,,5.25,,3.20,N1
5900,12018748,6.40,7.25,,,,6.75,,,,
5901,12018749,,6,,,,3.50,7.50,,,
5902,12018750,,3.50,,,,5.25,7.75,8.25,5.20,N1
5903,12018751,7.60,,,5.75,7.50,,,,,
5904,12018752,6.20,6.25,,,,,,,2.60,N1
5905,12018753,3.60,,,,,,,,2.80,N1
5906,12018757,6.80,8.75,,,,,,,3.60,N1
5907,12018758,,8.25,,,,,,9,7,N1
5908,12018759,5.20,7,,,,6.50,7.25,8,,
5909,12018760,7.80,,,6.25,7.50,,,,,
5910,12018761,7,8,,,,7,7.75,8,7.60,N1
5911,12018763,,4.75,,,,4,5.50,,,
5912,12018764,8.20,7.75,,,,,,,5.40,N4
5913,12018765,8,,6.25,5.75,,,,,,
5914,12018766,8,,7.25,6,3,,,,,
5915,12018769,7.40,6.50,,,,8.25,6.75,8.25,,
5916,12018770,,4,,,,5.25,5.25,,,
5917,12018771,,5,,,,5.25,5.75,7.75,,
5918,12018772,9,7,,,,,,,5.80,N1
5919,12018773,,6.50,,,,6.25,8.25,,,
5920,12018774,,7,,,,9.50,9.25,9,,
5921,12018775,,6.50,,,,5,7.25,,,
5922,12018776,,6.50,,,,4.25,7.50,,,
5923,12018777,,5.50,,,,5.25,5.75,,,
5924,12018778,8.20,,,8,8.50,,,,9.20,N1
5925,12018779,8.20,,,,8.25,,,,6.20,N1
5926,12018781,2.20,3.50,,,,3.25,4.25,,,
5927,12018782,,6,,,,4.50,7.75,8,,
5928,12018783,,5,,,,4.50,4.50,,,
5929,12018784,6.60,9,,,,9.50,,,,
5930,12018785,,8.75,,,,9.75,,10,,
5931,12018786,4.20,6.75,,,,,,,3.40,N1
5932,12018788,7.40,,6.75,4,,,,,3.20,N1
5933,12018789,7.20,8,,,,6.25,,,,
5934,12018791,4.80,6.75,4.50,,,,,,5.80,N1
5935,12018792,6.40,7.75,,,,5,5.50,6,2.60,N1
5936,12018793,,2,,,,3.25,3.50,,,
5937,12018794,,7.25,,,,5.75,5.75,,,
5938,12018796,2.80,6,,,,3.25,5,,,
5939,12018798,5.60,,,,6.25,,,,5.20,N1
5940,12018799,7.80,8,,,,,,,7.40,N1
5941,12018800,7.20,,6.25,,,,,,3.20,N1
5942,12018802,,6,,,,7.25,7.75,,,
5943,12018803,8.20,8.25,,,,9,,,5,N1
5944,12018805,8.20,8.75,,,,9.75,10,,,
5945,12018806,4,4,,,,4.25,5.50,4,1.80,N1
5946,12018807,,6,,,,5.25,7,7.75,,
5947,12018808,,7.25,,,,7.75,5.75,,,
5948,12018809,2,3.25,,,,4,3.75,,,
5949,12018810,,6.75,,,,4.25,6,8.25,,
5950,12018811,7.80,,5.75,5.75,,,,,,
5951,12018812,,8.75,,,,10,9.75,,,
5952,12018813,,7.50,,,,5.25,,9.50,,
5953,12018815,6.60,8.25,,,3.75,,,,3.40,N1
5954,12018816,7.80,,7.75,7.75,,,,,,
5955,12018817,,7.75,,,,6.75,8.75,8.75,3.40,N1
5956,12018818,7.20,7,,,,,,,6,N1
5957,12018819,8,8.75,,,,,,,6.60,N4
5958,12018820,,8.75,,,,,8.75,9.50,,
5959,12018821,5.80,7.25,,,,7,8.25,,,
5960,12018822,7.40,9,,,,,,,7.60,N1
5961,12018823,8.20,,8,,,,,,7.20,N1
5962,12018824,,6,,,,6.50,8,,,
5963,12018825,,8.75,,,,8,6.75,9.25,,
5964,12018826,,8,,,,9.50,8.50,6.75,,
5965,12018827,,5,,,,3.50,6.25,7.50,,
5966,12018828,,5,,,,2.25,4.50,6,,
5967,12018830,8,9,7,,,,,,8.80,N1
5968,12018831,7.40,,7.50,7.50,3.25,,,,,
5969,12018832,8,,,9,7.50,,,,,
5970,12018833,,7.75,,,,9,8.75,,,
5971,12018834,7.60,,4,8.75,8.50,,,,,
5972,12018835,8.40,8,,,,4.50,7,8,5,N1
5973,12018836,2.80,5.50,,,,3.75,3.75,,,
5974,12018837,,7.50,,,,4.25,7.75,7.75,,
5975,12018838,7.20,,5.25,4.25,,,,,,
5976,12018839,7,8,5.50,,,,,,3.60,N1
5977,12018840,8.20,,,6.50,,,,,6.20,N1
5978,12018841,7.40,8,,,,8.50,8,,,
5979,12018842,5.60,8.25,,,,,,,8.40,N4
5980,12018843,9,,7.50,6.75,,,,,,
5981,12018844,7.80,7.25,,,,9.25,,,,
5982,12018845,8.20,,8.50,8.75,,,,,,
5983,12018846,3,2.25,,,,3.25,4.25,3,3,N1
5984,12018847,6.40,7.75,,,,7.75,8,,,
5985,12018848,,7.75,,,,7,8.75,,,
5986,12018849,8.20,8.75,7.50,5.75,,,,,,
5987,12018850,8.20,,,7,7.25,,,,,
5988,12018852,,8,,,,7.75,8.75,,,
5989,12018853,8,,6,4,,,,,,
5990,12018854,5,6.50,,,,5.50,,,,
5991,12018855,7.20,8.25,4,,,,,,7.40,N1
5992,12018856,8,8,,,,5,,,6.20,N1
5993,12018858,,6.75,,,,8.50,8.50,8.75,,
5994,12018859,4.40,6.75,,,,9,9.25,9.50,,
5995,12018860,,6.50,,,,7.75,6.50,7.25,,
5996,12018861,,7,,,,6.75,7,,,
5997,12018862,,8.25,,,,8.75,9,,,
5998,12018863,,6.75,,,,6.75,7.50,8.75,,
5999,12018864,7.60,,4.25,4.25,,,,,,
6000,12018865,6.40,8.50,7,,,,,,6.80,N1
6001,12018866,3,,,,,,,,2.80,N1
6002,12018867,,4.50,,,,5.25,7,7,,
6003,12018868,4.40,5.75,,,,4.75,6.50,5.75,3.80,N1
6004,12018869,,6.50,,,,6.75,8,,,
6005,12018871,,6.75,,,,6.75,6.25,,,
6006,12018872,,6,,,,1.75,7,8.25,,
6007,12018873,,7.75,,,,7.75,7.25,8,,
6008,12018874,,5.50,,,,5.25,6.50,,,
6009,12018875,,7.25,,,,6.50,8.50,,,
6010,12018876,,6.75,,,,3.50,7.75,7.75,,
6011,12018877,,5.25,,,,3.25,6,6,,
6012,12018878,,7.50,,,,5.50,5.25,,,
6013,12018879,8.20,8,,,,,,8.50,,
6014,12018880,,8.75,,,,6.25,8,8.50,,
6015,12018881,,7.50,,,,,7.25,9,,
6016,12018882,6.20,7.50,,,,7.75,8.50,7.50,,
6017,12018883,,7.75,,,,7.50,8.50,8.25,5.60,N1
6018,12018885,,6.75,,,,6.50,7.50,9.50,,
6019,12018886,,6,,,,4.75,6.75,,,
6020,12018887,,6.75,,,,5.75,8.25,,,
6021,12018888,7.20,7,,,,,,,6.80,N1
6022,12018889,6.60,,5.50,6.25,,,,,,
6023,12018890,,7.25,,,,8.25,7.75,,,
6024,12018891,8.20,,5.25,4.50,6.25,,,,4,N1
6025,12018892,,5.25,,,,3.25,5,6,,
6026,12018893,,6,,,,6.75,7.25,,,
6027,12018894,7.80,,8.25,7.50,5.75,,,,,
6028,12018895,7.80,,8,8.25,,,,,,
6029,12018896,,5.50,,,,5.50,6.50,,,
6030,12018897,8.20,,,8.75,8.50,,,,,
6031,12018898,,6.25,,,,6.25,7.25,,,
6032,12018899,,6.75,,,,4.25,4.50,6.75,,
6033,12018900,,6.25,,,,5,7.50,,,
6034,12018901,7.40,7.25,,,,7.75,,,,
6035,12018902,8,,8,8,,,,,,
6036,12018903,,8,,,,8.25,9,,,
6037,12018904,,5.50,,,,3.75,8.25,,,
6038,12018905,,5,,,,3,6,,,
6039,12018906,2.80,3.50,,,,3.75,5.50,6.25,3.40,N1
6040,12018907,,5,,,,8.50,8.75,,,
6041,12018908,5,8.25,,,,6.25,8,9,6.40,N1
6042,12018909,7.40,,,4,7.75,,,,,
6043,12018910,,5,,,,7.75,6.75,8.25,,
6044,12018911,,7,,,,6.25,8,,,
6045,12018912,7,7.50,,,,,,,6.40,N1
6046,12018913,,7,,,,8.75,8.75,,,
6047,12018914,7.20,9,,,,9.25,8.50,,8.80,N1
6048,12018915,,7.50,,,,8,,9,,
6049,12018917,,6.75,,,,4.75,6.75,,,
6050,12018918,2.80,5.75,,,,4,4.75,7.25,3.60,N1
6051,12018919,,5.50,,,,7.75,7.50,,,
6052,12018920,4.60,6,,,,5.25,5.75,7.75,,
6053,12018921,,7,,,,6.25,7.25,,,
6054,12018922,,6,,,,5,4.25,,,
6055,12018923,,7.25,,,,8,9,,,
6056,12018924,,7.50,,,,9.75,9.25,,,
6057,12018925,6.60,8,,,,,,,6.40,N1
6058,12018926,8.60,9,,,,,,9.75,8.80,N1
6059,12018927,8.60,7.25,,,,,,,6.80,N1
6060,12018928,,8.50,,,,,,,,
6061,12018930,,5.50,,,,2.25,8,,,
6062,12018931,,8.25,,,,,,8.50,,
6063,12018932,6.40,7,,,,,,,6.80,N1
6064,12018933,4.60,,2.75,3.75,2,,,,,
6065,12018934,2.20,5.25,,,,3.50,5,,,
6066,12018936,,3.25,,,,3.50,5,,,
6067,12018937,,5,,,,4,6.50,,,
6068,12018938,,4.50,,,,5.25,7,6.75,,
6069,12018939,2.80,6.25,,,,4.75,8,7.75,2.60,N1
6070,12018940,,7.50,,,,6,6.50,8.50,,
6071,12018941,,3.75,,,,4,6.75,,,
6072,12018942,,6.50,,,,4.50,3.75,,,
6073,12018943,,7.75,,,,8.25,7.75,9,,
6074,12018944,,3,,,,5.75,7,,,
6075,12018945,,5,,,,7,8.50,,,
6076,12018946,,3.75,,,,4.25,4.25,,,
6077,12018947,,6.75,,,,6,5.50,,,
6078,12018949,,5.25,,,,4,5.50,,,
6079,12018950,8,,6.25,,,,,,5.40,N1
6080,12018951,,9,,,,9.25,8.75,9,,
6081,12018952,,8.50,,,,6,8.50,,,
6082,12018953,,7.25,,,,8.75,9.25,,,
6083,12018954,7.20,,,6.75,7,,,,,
6084,12018955,7.60,8,,,,,8,,,
6085,12018956,,6.75,,,,8.50,8.75,,,
6086,12018957,8,,7.75,,,,,,7,N1
6087,12018958,,5,,,,5.50,7.50,,,
6088,12018959,,5.75,,,,8.25,8.25,,,
6089,12018960,8,8.25,,,,7.50,,,6.80,N1
6090,12018961,7.40,,7.50,3.50,,,,,,
6091,12018962,,6.75,,,,7.50,8.50,,,
